,Row_ID,Year,Era,Scenario,Region,Demographic_Group,Education_Level,Profession,AI_Tool_Category,Weekly_AI_Usage_Hours,AI_Dependency_Score,Human_Creativity_Score,Critical_Thinking_Ability,Problem_Solving_Skills,Emotional_Intelligence,Innovation_Rate,Learning_Speed,Human_Decision_Making_Involvement,Social_Interaction_Quality,Cognitive_Load_Index,Mental_Wellbeing_Score,AI_Tool_Proficiency,Adaptability_Score,Attention_Span_Minutes,Positive_Effects_of_AI,Negative_Effects_of_AI,Outcome_Label
26228,26229,2039,Deep AI Dependency Era,Neutral,Europe,Senior (51-65),Secondary,Social Sciences,Creative AI,11.1,31.32,68.19,60.98,69.85,68.06,56.3,64.97,76.14,55.31,55.21,67.34,44.32,59.35,37.23,Enhanced emotional regulation through AI coaching; Greater scientific discovery rates; Faster skill acquisition,Over-reliance on AI outputs; Memory atrophy from AI offloading,Positive Growth
26229,26230,2072,Symbiotic Intelligence Age,Optimistic,Middle East,Elder (65+),Postgraduate,Unemployed/Retired,AGI-Adjacent Tools,41.2,72.49,85.42,87.43,85.19,78.58,87.67,89.34,73.44,80.16,69.58,84.26,79.58,88.46,62.02,Reduced cognitive load on repetitive tasks; Enhanced collaborative intelligence; Democratized access to expertise,Memory atrophy from AI offloading; Job displacement anxiety,Positive Growth
26230,26231,2059,Cognitive Co-Evolution,Mixed,Africa,Elder (65+),Postgraduate,Social Sciences,Analytical AI,31.6,66.09,52.51,58.81,67.83,62.42,50.44,56.11,61.42,69.71,70.8,59.35,70.23,70.13,31.67,Greater scientific discovery rates,Emotional detachment from AI mediation; Reduced tolerance for ambiguity,Stagnant / Moderate
26231,26232,2041,Post-Singularity Transition,Neutral,Europe,Senior (51-65),Postgraduate,Education,Creative AI,16.8,31.58,60.68,65.92,69.5,65.49,54.19,62.55,70.3,62.64,59.92,64.13,27.49,56.75,39.47,Augmented artistic expression,Existential anxiety from AI advancement; Algorithmic bias reinforcement,Positive Growth
26232,26233,2028,AI Mainstream Adoption,Mixed,South Asia,Adult (36-50),PhD/Research,Technology,Basic Assistants,21.4,27.22,65.92,61.16,73.31,72.59,57.1,77.27,83.8,69.87,60.96,64.06,38.72,55.72,41.65,Improved creative brainstorming; Democratized access to expertise; Increased productivity for deep work,Memory atrophy from AI offloading; Reduced tolerance for ambiguity,Stagnant / Moderate
26233,26234,2030,AI Mainstream Adoption,Mixed,Africa,Senior (51-65),Primary,Entrepreneurship,,2.0,8.9,60.85,76.65,49.82,76.78,49.89,61.68,98.11,76.56,65.1,71.56,18.2,57.57,37.6,Improved mental health support tools; Enhanced collaborative intelligence; Greater scientific discovery rates,Declining handwriting and manual skills; Reduced independent thinking; Over-reliance on AI outputs,Stagnant / Moderate
26234,26235,2029,AI Mainstream Adoption,Mixed,North America,Elder (65+),Undergraduate,Business,,8.5,13.3,86.26,65.2,65.9,79.81,39.49,49.32,66.49,73.8,53.96,69.0,22.86,50.4,26.62,Optimized problem-solving frameworks; Democratized access to expertise; Personalized learning pathways,Existential anxiety from AI advancement; Decreased social bonding; Algorithmic bias reinforcement,Stagnant / Moderate
26235,26236,2027,AI Mainstream Adoption,Mixed,Oceania,Elder (65+),Primary,Skilled Trades,Basic Assistants,2.1,8.54,65.15,79.44,31.76,72.18,51.06,71.94,61.83,79.33,40.3,76.1,16.99,66.55,44.56,Increased productivity for deep work; Augmented artistic expression,Reduced physical-world problem solving,Stagnant / Moderate
26236,26237,2065,Symbiotic Intelligence Age,Optimistic,Europe,Senior (51-65),Secondary,Skilled Trades,Full AGI Integration,35.7,69.63,78.22,77.09,82.06,84.28,75.9,81.22,75.55,89.02,75.84,74.13,71.93,76.64,64.44,Increased productivity for deep work; Faster skill acquisition; Cross-domain creativity boosts,Skill atrophy in non-AI domains,Positive Growth
26237,26238,2075,Symbiotic Intelligence Age,Mixed,Middle East,Young Adult (26-35),Undergraduate,Social Sciences,Full AGI Integration,42.9,85.12,66.13,77.44,48.76,55.89,46.17,77.17,54.55,60.21,80.2,74.6,86.11,58.49,33.55,Increased productivity for deep work; Improved mental health support tools,Job displacement anxiety,Stagnant / Moderate
26238,26239,2029,AI Mainstream Adoption,Optimistic,Southeast Asia,Young Adult (26-35),Secondary,Creative Arts,,5.3,14.35,54.89,62.07,69.7,60.63,62.77,64.46,87.26,67.33,50.9,64.93,25.5,56.57,46.65,Real-time language and cultural bridging; Faster skill acquisition; Augmented artistic expression,,Stagnant / Moderate
26239,26240,2040,Deep AI Dependency Era,Mixed,Oceania,Adult (36-50),PhD/Research,Technology,Analytical AI,8.2,23.07,81.94,70.77,56.88,63.72,59.55,62.85,79.08,73.85,45.78,53.46,39.14,56.23,61.37,Better data-driven decisions; Reduced cognitive load on repetitive tasks; Enhanced collaborative intelligence,Decreased self-confidence in decisions; Polarization through AI echo chambers; Emotional detachment from AI mediation,Stagnant / Moderate
26240,26241,2042,Post-Singularity Transition,Pessimistic,Europe,Senior (51-65),Secondary,Engineering,Basic Assistants,12.6,46.38,63.23,55.56,71.8,57.33,40.71,54.04,68.7,58.33,63.83,63.25,47.99,58.81,29.19,Enhanced research capabilities,Over-reliance on AI outputs; Emotional detachment from AI mediation; Skill atrophy in non-AI domains,Cognitive Decline Risk
26241,26242,2052,Cognitive Co-Evolution,Neutral,Southeast Asia,Youth (18-25),Primary,Technology,Multi-modal AI,28.2,50.63,64.26,65.36,71.12,68.0,69.86,67.47,65.31,64.33,59.51,66.22,50.89,57.5,45.3,Real-time language and cultural bridging; Enhanced research capabilities; Augmented artistic expression,Reduced independent thinking; Emotional detachment from AI mediation,Positive Growth
26242,26243,2062,Symbiotic Intelligence Age,Optimistic,South Asia,Young Adult (26-35),Postgraduate,Entrepreneurship,Full AGI Integration,23.3,59.13,74.21,77.35,82.44,80.32,75.4,91.34,71.76,77.4,62.36,78.8,49.6,84.19,53.2,Cross-domain creativity boosts; Faster skill acquisition; Greater scientific discovery rates; Faster medical diagnostics,,Positive Growth
26243,26244,2033,AI-Augmented Society,Neutral,Europe,Young Adult (26-35),Secondary,Skilled Trades,,9.2,24.56,74.17,63.29,61.75,55.8,66.36,68.45,81.11,71.31,49.0,66.54,37.51,61.73,39.21,Enhanced emotional regulation through AI coaching; Increased productivity for deep work,Memory atrophy from AI offloading; Algorithmic bias reinforcement,Stagnant / Moderate
26244,26245,2054,Cognitive Co-Evolution,Optimistic,East Asia,Youth (18-25),PhD/Research,Science & Research,AGI-Adjacent Tools,26.3,49.11,70.53,79.02,82.26,67.64,69.7,80.04,66.4,73.94,62.76,67.77,56.33,79.56,53.22,Enhanced emotional regulation through AI coaching; Real-time language and cultural bridging,Loss of deep reading habits,Positive Growth
26245,26246,2065,Symbiotic Intelligence Age,Pessimistic,South Asia,Senior (51-65),PhD/Research,Law,AGI-Adjacent Tools,37.4,71.78,38.69,50.9,51.49,49.9,48.91,56.08,47.2,49.57,65.89,42.18,79.38,60.66,33.02,Improved accessibility for disabled individuals; Accelerated innovation cycles,Memory atrophy from AI offloading; Skill atrophy in non-AI domains; Algorithmic bias reinforcement; Reduced physical-world problem solving,Cognitive Decline Risk
26246,26247,2042,Post-Singularity Transition,Mixed,Europe,Senior (51-65),Primary,Technology,Basic Assistants,23.6,40.98,76.35,71.15,46.77,72.12,55.81,55.56,80.15,57.57,58.33,59.42,48.42,73.26,38.5,Faster skill acquisition; Better data-driven decisions,Privacy erosion through behavioral data; Attention span deterioration; Creativity homogenization,Stagnant / Moderate
26247,26248,2064,Symbiotic Intelligence Age,Neutral,Middle East,Young Adult (26-35),Primary,Law,Multi-modal AI,33.4,66.42,68.97,58.33,77.35,70.13,63.97,79.98,64.44,56.72,66.8,56.66,56.95,72.63,52.77,Optimized problem-solving frameworks; Improved mental health support tools,Skill atrophy in non-AI domains,Positive Growth
26248,26249,2037,Deep AI Dependency Era,Optimistic,East Asia,Adult (36-50),Postgraduate,Law,,7.7,23.25,76.0,70.07,57.69,65.47,59.59,66.9,78.79,67.92,68.53,61.84,25.04,63.81,51.86,Enhanced research capabilities; Improved mental health support tools,,Positive Growth
26249,26250,2069,Symbiotic Intelligence Age,Pessimistic,East Asia,Young Adult (26-35),Postgraduate,Science & Research,Full AGI Integration,49.0,84.19,36.93,42.53,40.43,30.07,36.89,48.34,43.46,41.84,66.97,46.38,82.69,62.61,16.06,Democratized access to expertise; Real-time language and cultural bridging,Reduced physical-world problem solving; Emotional detachment from AI mediation,Cognitive Decline Risk
26250,26251,2032,AI-Augmented Society,Optimistic,Southeast Asia,Elder (65+),Postgraduate,Finance,,10.9,25.26,62.45,59.48,52.99,67.21,50.77,47.63,80.71,69.94,52.85,56.87,27.73,65.51,55.01,Improved creative brainstorming; Greater scientific discovery rates; Increased productivity for deep work,,Stagnant / Moderate
26251,26252,2062,Symbiotic Intelligence Age,Neutral,East Asia,Young Adult (26-35),PhD/Research,Law,AGI-Adjacent Tools,18.4,59.52,78.01,71.94,70.02,63.31,60.61,72.4,63.41,59.24,71.05,70.06,71.86,68.98,43.94,Enhanced collaborative intelligence; Broader knowledge access,Attention span deterioration; Privacy erosion through behavioral data; Reduced independent thinking,Positive Growth
26252,26253,2050,Post-Singularity Transition,Mixed,Africa,Adult (36-50),Postgraduate,Finance,Analytical AI,13.8,36.63,65.59,72.29,56.92,61.9,9.32,48.43,86.3,47.02,58.6,79.92,33.67,63.1,46.7,Broader knowledge access; Better data-driven decisions; Real-time language and cultural bridging,Algorithmic bias reinforcement,Stagnant / Moderate
26253,26254,2031,AI-Augmented Society,Neutral,Southeast Asia,Youth (18-25),Postgraduate,Skilled Trades,,12.5,16.62,58.29,68.43,63.02,63.95,52.02,57.45,84.5,65.91,46.42,75.64,24.52,76.2,44.32,Enhanced research capabilities,Job displacement anxiety; Existential anxiety from AI advancement; Reduced physical-world problem solving,Stagnant / Moderate
26254,26255,2072,Symbiotic Intelligence Age,Optimistic,Southeast Asia,Youth (18-25),Undergraduate,Science & Research,Full AGI Integration,29.1,73.93,93.67,92.17,88.8,89.59,92.54,87.77,58.5,72.98,84.76,84.56,55.56,80.06,53.03,Democratized access to expertise; Enhanced research capabilities,Algorithmic bias reinforcement; Job displacement anxiety,Positive Growth
26255,26256,2075,Symbiotic Intelligence Age,Pessimistic,Latin America,Young Adult (26-35),Undergraduate,Science & Research,Full AGI Integration,44.0,85.12,32.68,39.35,57.26,30.02,33.46,59.8,41.78,35.68,74.86,21.47,85.13,58.19,22.1,,Memory atrophy from AI offloading; Reduced tolerance for ambiguity; Skill atrophy in non-AI domains; Reduced risk-taking in innovation,Cognitive Decline Risk
26256,26257,2031,AI-Augmented Society,Mixed,Africa,Youth (18-25),Secondary,Unemployed/Retired,,6.9,27.72,77.99,58.67,47.81,75.06,37.1,53.74,96.16,74.35,60.81,62.98,38.09,59.67,36.44,Improved accessibility for disabled individuals; Improved creative brainstorming; Better data-driven decisions,Reduced risk-taking in innovation; Reduced physical-world problem solving; Reduced tolerance for ambiguity,Stagnant / Moderate
26257,26258,2065,Symbiotic Intelligence Age,Optimistic,North America,Elder (65+),PhD/Research,Technology,Full AGI Integration,29.8,63.91,87.14,75.22,83.1,79.74,66.54,80.43,70.28,83.73,68.78,75.32,58.88,81.6,69.91,Real-time language and cultural bridging; Reduced cognitive load on repetitive tasks; Cross-domain creativity boosts,Privacy erosion through behavioral data; Reduced risk-taking in innovation,Positive Growth
26258,26259,2033,AI-Augmented Society,Neutral,Europe,Elder (65+),Secondary,Science & Research,Basic Assistants,11.7,24.66,65.45,68.78,68.84,64.45,58.92,60.38,66.66,63.53,46.35,64.4,26.44,61.74,41.24,Democratized access to expertise; Faster medical diagnostics,Existential anxiety from AI advancement,Positive Growth
26259,26260,2058,Cognitive Co-Evolution,Pessimistic,North America,Senior (51-65),Primary,Social Sciences,Analytical AI,31.8,73.42,55.47,38.77,54.34,41.32,48.63,62.25,67.62,40.3,65.63,49.29,71.53,48.47,29.37,Personalized learning pathways,Attention span deterioration; Job displacement anxiety; Memory atrophy from AI offloading,Cognitive Decline Risk
26260,26261,2052,Cognitive Co-Evolution,Neutral,North America,Youth (18-25),Undergraduate,Science & Research,Multi-modal AI,21.6,50.48,68.41,63.9,70.13,63.81,58.47,69.03,65.7,57.78,59.59,68.14,50.15,60.46,43.16,Greater scientific discovery rates; Enhanced emotional regulation through AI coaching,Privacy erosion through behavioral data; Decreased self-confidence in decisions; Algorithmic bias reinforcement,Positive Growth
26261,26262,2043,Post-Singularity Transition,Mixed,East Asia,Young Adult (26-35),Secondary,Healthcare,Analytical AI,25.1,45.29,72.24,54.3,49.24,63.89,26.15,53.92,94.56,65.79,61.13,61.72,55.09,73.71,38.18,Better data-driven decisions; Democratized access to expertise; Faster medical diagnostics,Memory atrophy from AI offloading; Polarization through AI echo chambers; Loss of deep reading habits,Stagnant / Moderate
26262,26263,2039,Deep AI Dependency Era,Pessimistic,Southeast Asia,Elder (65+),Secondary,Healthcare,Creative AI,23.7,36.04,61.47,69.64,73.9,61.36,38.83,57.71,81.6,50.19,56.24,57.96,40.15,58.05,32.6,,Job displacement anxiety; Privacy erosion through behavioral data,Cognitive Decline Risk
26263,26264,2075,Symbiotic Intelligence Age,Neutral,East Asia,Young Adult (26-35),Postgraduate,Law,AGI-Adjacent Tools,33.4,81.42,74.81,58.0,81.85,64.5,78.2,80.49,47.34,59.34,82.82,53.17,80.13,51.65,42.35,Enhanced collaborative intelligence,Emotional detachment from AI mediation; Reduced independent thinking; Reduced tolerance for ambiguity,Positive Growth
26264,26265,2052,Cognitive Co-Evolution,Pessimistic,East Asia,Youth (18-25),Postgraduate,Business,Analytical AI,31.1,61.43,52.64,61.94,59.42,42.64,55.31,62.06,55.46,47.36,75.64,71.86,72.25,53.63,30.35,Faster medical diagnostics; Increased productivity for deep work,Skill atrophy in non-AI domains; Reduced tolerance for ambiguity,Cognitive Decline Risk
26265,26266,2042,Post-Singularity Transition,Optimistic,East Asia,Senior (51-65),PhD/Research,Creative Arts,Creative AI,25.9,39.43,74.52,63.34,67.11,77.92,62.06,66.98,78.29,63.76,56.48,75.11,39.96,75.69,46.99,Improved creative brainstorming; Personalized learning pathways; Accelerated innovation cycles,Reduced independent thinking,Positive Growth
26266,26267,2028,AI Mainstream Adoption,Optimistic,Africa,Young Adult (26-35),Undergraduate,Social Sciences,,10.3,12.57,58.28,59.88,68.26,62.97,54.89,61.78,88.43,68.0,53.18,60.63,29.14,58.4,42.27,Enhanced research capabilities; Enhanced emotional regulation through AI coaching; Cross-domain creativity boosts; Democratized access to expertise,,Stagnant / Moderate
26267,26268,2036,Deep AI Dependency Era,Pessimistic,Southeast Asia,Youth (18-25),Postgraduate,Technology,Basic Assistants,8.0,31.84,59.06,69.25,50.03,55.05,49.98,64.63,76.97,65.87,57.6,58.19,33.95,55.14,31.24,,Digital addiction patterns; Existential anxiety from AI advancement; Reduced tolerance for ambiguity; Memory atrophy from AI offloading,Cognitive Decline Risk
26268,26269,2047,Post-Singularity Transition,Optimistic,Southeast Asia,Young Adult (26-35),Undergraduate,Entrepreneurship,Creative AI,21.8,41.14,65.56,67.25,76.87,62.52,69.15,81.33,76.1,66.68,76.89,69.54,35.19,75.9,54.05,Cross-domain creativity boosts; Reduced cognitive load on repetitive tasks,,Positive Growth
26269,26270,2075,Symbiotic Intelligence Age,Mixed,East Asia,Adult (36-50),Primary,Healthcare,Full AGI Integration,34.2,83.26,55.36,61.27,57.17,60.77,56.16,37.95,44.74,67.52,75.58,58.19,75.64,57.31,48.46,Increased productivity for deep work,Job displacement anxiety; Creativity homogenization; Decreased social bonding,Stagnant / Moderate
26270,26271,2050,Post-Singularity Transition,Optimistic,Southeast Asia,Adult (36-50),Primary,Finance,Analytical AI,20.4,43.8,64.35,74.89,75.66,78.39,69.16,69.87,67.09,77.79,63.71,76.58,45.07,74.0,55.34,Democratized access to expertise; Improved mental health support tools; Optimized problem-solving frameworks; Broader knowledge access,Emotional detachment from AI mediation; Memory atrophy from AI offloading,Positive Growth
26271,26272,2069,Symbiotic Intelligence Age,Optimistic,East Asia,Young Adult (26-35),Primary,Social Sciences,AGI-Adjacent Tools,36.5,71.31,81.43,81.13,87.12,75.23,91.16,80.81,73.74,85.05,83.29,77.44,71.0,79.18,60.45,Broader knowledge access; Enhanced research capabilities; Faster medical diagnostics,Digital addiction patterns,Positive Growth
26272,26273,2061,Symbiotic Intelligence Age,Pessimistic,Middle East,Adult (36-50),PhD/Research,Creative Arts,Full AGI Integration,35.7,77.92,49.88,45.85,57.87,37.6,29.52,71.52,47.39,38.65,74.43,42.85,79.36,42.97,17.96,Real-time language and cultural bridging,Reduced physical-world problem solving; Declining handwriting and manual skills; Reduced risk-taking in innovation,Cognitive Decline Risk
26273,26274,2025,Early AI Integration,Optimistic,Africa,Elder (65+),Secondary,Entrepreneurship,,5.3,14.04,51.21,62.45,65.41,62.28,50.34,49.03,94.25,60.17,54.19,57.76,17.07,59.57,43.14,Optimized problem-solving frameworks; Enhanced emotional regulation through AI coaching; Reduced cognitive load on repetitive tasks,Reduced physical-world problem solving; Reduced risk-taking in innovation,Stagnant / Moderate
26274,26275,2056,Cognitive Co-Evolution,Pessimistic,Middle East,Young Adult (26-35),PhD/Research,Entrepreneurship,AGI-Adjacent Tools,21.6,61.23,51.41,46.64,50.3,48.72,45.12,48.11,61.45,61.83,73.92,55.01,66.24,47.49,30.45,,Existential anxiety from AI advancement; Decreased self-confidence in decisions; Over-reliance on AI outputs,Cognitive Decline Risk
26275,26276,2042,Post-Singularity Transition,Pessimistic,Africa,Senior (51-65),Secondary,Finance,Creative AI,25.6,54.33,55.37,63.36,62.29,59.85,53.76,51.9,77.75,58.31,67.1,56.56,53.64,50.84,40.61,Better data-driven decisions,Reduced physical-world problem solving; Memory atrophy from AI offloading,Cognitive Decline Risk
26276,26277,2062,Symbiotic Intelligence Age,Neutral,Middle East,Senior (51-65),Primary,Science & Research,Full AGI Integration,27.4,62.57,62.18,60.88,64.73,68.26,73.88,80.11,63.0,59.27,60.58,61.97,63.7,56.49,33.04,Enhanced collaborative intelligence; Faster medical diagnostics; Greater scientific discovery rates,Declining handwriting and manual skills; Memory atrophy from AI offloading,Stagnant / Moderate
26277,26278,2030,AI Mainstream Adoption,Mixed,East Asia,Senior (51-65),Primary,Finance,,8.6,18.03,81.4,75.27,52.47,72.83,40.97,63.76,70.4,66.12,57.87,70.66,20.85,84.22,36.75,Improved mental health support tools; Broader knowledge access; Personalized learning pathways,Decreased social bonding; Creativity homogenization; Skill atrophy in non-AI domains,Stagnant / Moderate
26278,26279,2035,AI-Augmented Society,Neutral,Africa,Senior (51-65),Postgraduate,Healthcare,,15.0,23.89,66.95,65.33,69.04,64.91,51.79,62.24,76.04,64.59,66.78,59.9,34.03,64.19,38.39,Greater scientific discovery rates,Emotional detachment from AI mediation,Positive Growth
26279,26280,2073,Symbiotic Intelligence Age,Optimistic,Southeast Asia,Youth (18-25),PhD/Research,Science & Research,Full AGI Integration,50.8,79.8,79.57,75.18,79.94,78.51,98.84,92.48,60.13,81.66,60.87,83.85,77.28,79.39,60.61,Broader knowledge access; Enhanced research capabilities; Better data-driven decisions; Faster skill acquisition,Polarization through AI echo chambers; Declining handwriting and manual skills,Positive Growth
26280,26281,2026,Early AI Integration,Mixed,Europe,Young Adult (26-35),Undergraduate,Science & Research,Basic Assistants,14.3,17.96,70.76,64.96,75.42,74.98,69.77,61.54,74.78,68.78,41.47,83.17,21.95,59.61,63.28,Real-time language and cultural bridging; Enhanced collaborative intelligence,Polarization through AI echo chambers; Attention span deterioration; Over-reliance on AI outputs,Stagnant / Moderate
26281,26282,2043,Post-Singularity Transition,Pessimistic,Latin America,Senior (51-65),Postgraduate,Engineering,Analytical AI,17.5,48.29,47.17,62.62,62.55,53.59,57.72,54.31,55.18,61.24,55.5,56.18,57.79,59.93,53.36,Augmented artistic expression,Decreased self-confidence in decisions; Reduced physical-world problem solving; Emotional detachment from AI mediation; Algorithmic bias reinforcement,Cognitive Decline Risk
26282,26283,2044,Post-Singularity Transition,Pessimistic,Africa,Senior (51-65),PhD/Research,Skilled Trades,Basic Assistants,16.4,45.81,44.66,69.66,67.7,62.47,62.86,52.58,57.31,51.57,55.51,57.68,55.78,44.92,46.93,Augmented artistic expression; Enhanced research capabilities,Memory atrophy from AI offloading; Declining handwriting and manual skills,Cognitive Decline Risk
26283,26284,2048,Post-Singularity Transition,Pessimistic,Europe,Adult (36-50),Secondary,Social Sciences,Multi-modal AI,29.0,55.66,51.73,59.94,57.58,58.66,39.47,59.52,45.33,48.2,64.72,50.04,54.74,49.57,34.99,Faster skill acquisition; Augmented artistic expression,Skill atrophy in non-AI domains; Reduced tolerance for ambiguity; Over-reliance on AI outputs,Cognitive Decline Risk
26284,26285,2045,Post-Singularity Transition,Pessimistic,Latin America,Youth (18-25),PhD/Research,Social Sciences,Basic Assistants,36.0,48.5,47.62,58.44,54.24,46.44,34.87,60.49,68.15,59.66,62.72,57.55,44.44,62.02,28.79,Augmented artistic expression,Digital addiction patterns; Reduced risk-taking in innovation; Over-reliance on AI outputs,Cognitive Decline Risk
26285,26286,2073,Symbiotic Intelligence Age,Mixed,Latin America,Youth (18-25),Secondary,Engineering,Full AGI Integration,32.2,74.38,64.45,62.24,60.5,57.26,37.04,57.71,46.95,56.46,67.58,70.56,67.42,56.53,50.99,Accelerated innovation cycles; Greater scientific discovery rates,Reduced physical-world problem solving; Reduced independent thinking; Skill atrophy in non-AI domains,Stagnant / Moderate
26286,26287,2068,Symbiotic Intelligence Age,Pessimistic,North America,Youth (18-25),Secondary,Engineering,Full AGI Integration,32.2,82.61,44.06,40.65,64.24,41.84,52.8,40.75,49.37,50.15,79.41,45.35,89.91,49.59,14.53,,Polarization through AI echo chambers; Decreased self-confidence in decisions; Decreased social bonding; Digital addiction patterns,Cognitive Decline Risk
26287,26288,2072,Symbiotic Intelligence Age,Neutral,Middle East,Young Adult (26-35),PhD/Research,Technology,Full AGI Integration,31.2,75.48,74.54,63.2,68.94,67.85,67.98,78.24,51.31,56.69,61.91,54.37,81.26,72.11,43.08,Democratized access to expertise; Improved creative brainstorming,Polarization through AI echo chambers; Over-reliance on AI outputs,Positive Growth
26288,26289,2053,Cognitive Co-Evolution,Optimistic,Oceania,Senior (51-65),PhD/Research,Education,Creative AI,18.0,49.86,78.84,73.72,71.97,79.74,67.36,74.61,72.34,72.16,62.91,74.35,48.03,75.39,53.05,Enhanced emotional regulation through AI coaching; Improved mental health support tools,Job displacement anxiety,Positive Growth
26289,26290,2034,AI-Augmented Society,Mixed,East Asia,Adult (36-50),PhD/Research,Healthcare,,14.7,23.86,67.18,72.54,69.0,61.23,48.74,67.83,79.46,65.1,56.68,56.77,35.04,57.76,42.97,Reduced cognitive load on repetitive tasks; Improved creative brainstorming,Over-reliance on AI outputs; Skill atrophy in non-AI domains; Digital addiction patterns,Stagnant / Moderate
26290,26291,2072,Symbiotic Intelligence Age,Neutral,Africa,Adult (36-50),Primary,Business,Full AGI Integration,37.7,78.33,63.31,58.04,76.55,72.75,71.85,75.21,53.5,62.58,78.53,59.75,72.05,64.05,51.25,Optimized problem-solving frameworks; Increased productivity for deep work,Declining handwriting and manual skills; Skill atrophy in non-AI domains,Positive Growth
26291,26292,2069,Symbiotic Intelligence Age,Pessimistic,Middle East,Elder (65+),Postgraduate,Science & Research,AGI-Adjacent Tools,39.3,77.95,43.51,31.43,46.83,55.38,36.48,53.16,36.82,42.23,65.06,31.14,75.09,47.59,23.49,Greater scientific discovery rates; Real-time language and cultural bridging,Memory atrophy from AI offloading; Over-reliance on AI outputs,Cognitive Decline Risk
26292,26293,2067,Symbiotic Intelligence Age,Neutral,Middle East,Youth (18-25),PhD/Research,Skilled Trades,Full AGI Integration,37.0,68.11,73.91,68.93,76.78,68.75,65.08,79.73,59.13,61.89,77.33,77.1,67.6,42.68,53.82,Real-time language and cultural bridging; Broader knowledge access; Faster medical diagnostics,Decreased social bonding; Emotional detachment from AI mediation,Positive Growth
26293,26294,2040,Deep AI Dependency Era,Neutral,Latin America,Young Adult (26-35),Undergraduate,Engineering,Analytical AI,21.0,32.49,66.49,60.02,66.54,58.93,59.93,65.34,69.09,63.53,59.03,62.3,38.6,62.35,44.58,Real-time language and cultural bridging; Greater scientific discovery rates; Improved creative brainstorming,Digital addiction patterns; Reduced physical-world problem solving,Stagnant / Moderate
26294,26295,2072,Symbiotic Intelligence Age,Neutral,Oceania,Senior (51-65),Primary,Healthcare,Full AGI Integration,39.0,78.15,73.66,58.17,75.52,62.68,77.82,86.03,65.53,61.39,74.72,63.4,74.75,71.94,40.2,Greater scientific discovery rates; Personalized learning pathways,Polarization through AI echo chambers; Reduced risk-taking in innovation; Reduced independent thinking,Positive Growth
26295,26296,2041,Post-Singularity Transition,Neutral,Southeast Asia,Youth (18-25),Undergraduate,Unemployed/Retired,Analytical AI,21.5,32.23,61.3,66.89,76.3,61.11,58.77,63.21,72.25,56.18,70.02,52.85,37.26,61.8,25.57,Augmented artistic expression; Increased productivity for deep work,Decreased self-confidence in decisions; Loss of deep reading habits,Positive Growth
26296,26297,2046,Post-Singularity Transition,Neutral,Latin America,Senior (51-65),Primary,Technology,Multi-modal AI,19.2,42.05,68.58,66.49,62.92,66.48,67.09,68.51,71.84,63.73,59.55,78.07,41.48,63.79,39.93,Enhanced research capabilities,Existential anxiety from AI advancement; Declining handwriting and manual skills,Positive Growth
26297,26298,2048,Post-Singularity Transition,Optimistic,South Asia,Young Adult (26-35),Postgraduate,Business,Creative AI,23.5,40.36,78.89,71.96,75.48,78.51,72.63,72.6,68.72,70.85,62.29,69.33,43.71,70.16,52.73,Reduced cognitive load on repetitive tasks; Improved creative brainstorming; Improved mental health support tools,Over-reliance on AI outputs; Declining handwriting and manual skills,Positive Growth
26298,26299,2025,Early AI Integration,Neutral,Oceania,Young Adult (26-35),PhD/Research,Education,,0.0,10.71,57.05,67.45,66.37,61.33,52.12,59.38,75.18,64.82,58.25,65.25,18.84,63.3,30.65,Cross-domain creativity boosts; Reduced cognitive load on repetitive tasks; Increased productivity for deep work,Reduced independent thinking; Loss of deep reading habits,Stagnant / Moderate
26299,26300,2065,Symbiotic Intelligence Age,Pessimistic,South Asia,Senior (51-65),PhD/Research,Creative Arts,Multi-modal AI,46.1,85.37,31.69,51.94,55.64,59.66,35.61,51.23,36.81,38.91,75.25,61.96,69.09,48.56,23.43,Personalized learning pathways,Over-reliance on AI outputs; Attention span deterioration; Emotional detachment from AI mediation; Decreased social bonding,Cognitive Decline Risk
26300,26301,2052,Cognitive Co-Evolution,Pessimistic,Africa,Elder (65+),PhD/Research,Entrepreneurship,Multi-modal AI,37.6,68.35,57.98,29.72,64.79,58.85,42.94,55.51,60.56,62.21,70.97,37.04,69.29,45.79,23.51,Optimized problem-solving frameworks,Emotional detachment from AI mediation; Decreased self-confidence in decisions; Privacy erosion through behavioral data,Cognitive Decline Risk
26301,26302,2051,Cognitive Co-Evolution,Mixed,Europe,Senior (51-65),Secondary,Education,Creative AI,14.8,41.35,60.77,58.72,59.28,70.36,99.28,57.4,70.52,69.58,66.31,50.75,45.52,61.34,57.04,Faster skill acquisition; Broader knowledge access; Improved mental health support tools,Memory atrophy from AI offloading,Stagnant / Moderate
26302,26303,2035,AI-Augmented Society,Optimistic,South Asia,Elder (65+),Postgraduate,Science & Research,,0.0,25.25,49.88,69.99,60.6,69.02,54.34,64.45,82.8,78.51,76.89,65.08,21.91,64.87,42.98,Enhanced collaborative intelligence; Improved creative brainstorming; Faster medical diagnostics; Reduced cognitive load on repetitive tasks,Job displacement anxiety,Stagnant / Moderate
